gisco_id,country,nuts_2,nuts_3,lau_id,lau_name,population,area_km2,year,fid
ME_,ME,NA,NA,NA,NA,NA,0.39920229,2018,ME_
ME_,ME,NA,NA,NA,NA,NA,0.39920229,2018,ME_
ME_,ME,NA,NA,NA,NA,NA,0.39920229,2018,ME_
