gisco_id,nuts_3,area,area_share
LT_11,LT021,115189782.4344914,1
LT_12,LT022,358224267.7368168,0.9986265388882394
LT_12,LT021,492683.7830418246,0.0013734611117605616
LT_13,LT011,1181778520.042339,1
LT_15,LT021,1311856573.4258184,1
LT_18,LT024,2234216409.9570036,0.9967600964404466
LT_18,LT022,4943720.399089649,0.0022055621827010183
LT_18,LT021,2318454.045174624,0.0010343413768523321
LT_19,LT022,471733129.3484721,1
LT_21,LT023,273055413.8998773,1
LT_23,LT023,275492132.4036808,1
LT_25,LT023,251385958.11585283,1
LT_27,LT025,157787463.35013115,1
LT_29,LT026,257547277.65178806,1
LT_30,LT029,178907671.69807196,1
LT_32,LT026,2718158884.31794,0.9983463136458088
LT_32,LT028,4502427.859031322,0.0016536863541911845
LT_33,LT021,4126149297.5397663,0.9985804463054923
LT_33,LT022,3725112.556566283,9.015244701620741e-4
LT_33,LT011,1724932.2985196412,4.1745548701534863e-4
LT_33,LT024,415572.18266384164,1.0057373733035821e-4
LT_34,LT029,5494471657.138129,0.998323717110384
LT_34,LT025,6911407.29952804,0.0012557753058503429
LT_34,LT011,2314346.50005019,4.205075837655611e-4
LT_36,LT025,4745932492.673851,1
LT_38,LT021,6441501181.723255,0.999019606187139
LT_38,LT011,6321405.370812534,9.80393812861016e-4
LT_39,LT024,3750209444.794563,1
LT_41,LT011,6394972272.345636,0.9998667454134741
LT_41,LT029,852272.9552762806,0.00013325458652590081
LT_42,LT011,1515092592.4324446,0.9970100630802096
LT_42,LT022,4543616.405454855,0.0029899369197904694
LT_43,LT029,4176524427.415383,0.9989704732765595
LT_43,LT025,4304274.875135176,0.0010295267234405052
LT_45,LT029,4441572490.069946,0.9971919679993428
LT_45,LT011,12507198.298415516,0.0028080320006571794
LT_46,LT022,2870405806.8316164,0.9989476428653546
LT_46,LT011,3023874.2257624776,0.0010523571346453613
LT_47,LT026,3716916301.1365485,1
LT_48,LT024,1293300320.0386505,0.9993315194190258
LT_48,LT021,865124.4682208234,6.684805809743054e-4
LT_49,LT022,3264810396.0545435,0.9974016033845524
LT_49,LT011,8505372.61460098,0.002598396615447544
LT_52,LT022,4526836889.510174,0.9991439967889479
LT_52,LT024,3459702.1287919665,7.63610595440401e-4
LT_52,LT027,418604.6275751591,9.239261561179196e-5
LT_53,LT022,5173966575.697426,0.999209214869286
LT_53,LT025,2550178.239878226,4.924967255904586e-4
LT_53,LT026,1041420.778093189,2.0112175500221294e-4
LT_53,LT011,503134.8715752363,9.716665012129199e-5
LT_54,LT026,5339362069.286374,0.9974810311809758
LT_54,LT022,8541743.182894565,0.0015957387207673486
LT_54,LT028,2616260.5237977393,4.887606817539986e-4
LT_54,LT027,2325647.756924495,4.3446941650293765e-4
LT_55,LT023,3877074575.689685,0.9990466536024205
LT_55,LT028,3497317.590732623,9.011906702838619e-4
LT_55,LT027,202404.60597634315,5.215572729560176e-5
LT_56,LT023,3146451667.3691063,0.9990111438878004
LT_56,LT028,3114467.7234630883,9.888561121995777e-4
LT_57,LT025,3414889480.8739347,0.9987468281992182
LT_57,LT029,4284812.806798542,0.0012531718007817469
LT_58,LT024,1658095130.1589484,0.9982129972844963
LT_58,LT022,2968324.9048228497,0.0017870027155036591
LT_59,LT021,3803116337.4278727,0.9998377109420472
LT_59,LT024,617304.3494270304,1.6228905795269988e-4
LT_61,LT028,3938546379.9087873,0.9990512267009847
LT_61,LT026,2288069.8659756524,5.803915419255447e-4
LT_61,LT023,1452266.507495528,3.6838175708972184e-4
LT_62,LT029,4172710149.384831,0.9968526546681601
LT_62,LT011,13174424.272520874,0.003147345331839842
LT_63,LT027,1627906843.3659053,0.9981316824188688
LT_63,LT023,3047140.0011405097,0.0018683175811311358
LT_65,LT026,4203155298.352778,0.9986572190398051
LT_65,LT025,5651505.641542519,0.001342780960194947
LT_66,LT025,6819396777.799746,0.9987021439552496
LT_66,LT022,2894282.801058488,4.238683468367616e-4
LT_66,LT029,2251735.352507784,3.2976713299485196e-4
LT_66,LT026,2015246.3256601365,2.951332634855257e-4
LT_66,LT011,1700832.5766257588,2.490873014332995e-4
LT_67,LT025,4120651749.03166,0.9982976513530171
LT_67,LT026,7026747.904439986,0.0017023486469829982
LT_68,LT028,3511177876.660938,0.9981463536055378
LT_68,LT023,6520569.040679818,0.0018536463944621231
LT_69,LT022,3071499095.224549,0.9964608319205999
LT_69,LT024,7087655.569348717,0.0022993889778383835
LT_69,LT021,3081061.482036971,9.995630773137589e-4
LT_69,LT011,740443.8563975096,2.402160242480616e-4
LT_71,LT026,5126075480.653215,0.9988634932360233
LT_71,LT022,3357653.374026225,6.542699948359278e-4
LT_71,LT025,2474794.6990762763,4.822367691406522e-4
LT_72,LT022,4846921489.074251,0.996881835823672
LT_72,LT026,8733368.81927413,0.001796219881239722
LT_72,LT027,6427401.905591503,0.0013219442950883062
LT_73,LT025,5736912974.987817,0.9989122916200478
LT_73,LT029,6246883.105053201,0.0010877083799522868
LT_74,LT028,1841589726.699206,0.9985292318926304
LT_74,LT023,1837196.2635186315,9.961470501550559e-4
LT_74,LT027,875344.6920972915,4.746210572144241e-4
LT_75,LT023,2931812034.7748966,0.9990798369390241
LT_75,LT028,2700229.7878315365,9.201630609759602e-4
LT_77,LT027,3628773550.877475,0.9997101493293413
LT_77,LT022,485191.2166972663,1.3366791200856794e-4
LT_77,LT023,480887.8530008197,1.324823554277356e-4
LT_77,LT026,86028.3317284286,2.3700403222456513e-5
LT_78,LT028,4562265959.699597,0.9987525924179073
LT_78,LT026,5075788.049329166,0.001111170746644752
LT_78,LT027,622324.9697073656,1.3623683544800464e-4
LT_79,LT011,3577630492.127473,0.9985164762451773
LT_79,LT021,4073923.829112255,0.001137031919670783
LT_79,LT022,1241461.4923276007,3.464918351520095e-4
LT_81,LT011,4280118345.7007256,0.9978716892656262
LT_81,LT029,3987508.9549482656,9.29652401044674e-4
LT_81,LT022,3316323.7895775167,7.731715234887317e-4
LT_81,LT025,1825018.1062776796,4.2548680984042105e-4
LT_82,LT029,3826307682.0079374,0.9993974137871833
LT_82,LT011,1650291.6503069997,4.310414489317529e-4
LT_82,LT025,656778.8137196456,1.715447638850561e-4
LT_84,LT024,4391195345.643824,0.9990236838597625
