gisco_id,nuts_3,area,area_share
IT_006115,ITC18,22279570.16735583,1
IT_006116,ITC18,15680479.921977455,0.9995844232203572
IT_006116,ITC17,6519.15255765373,4.155767796427264e-4
IT_006116,ITC11,0,0
IT_006117,ITC18,7717734.206906825,1
IT_006118,ITC18,2445505.5646919967,1
IT_006118,ITC17,0,0
IT_006119,ITC18,5021409.986187813,1
IT_006120,ITC18,14647764.358646572,0.9986538917448526
IT_006120,ITC17,19744.054156918042,0.0013461082551473541
IT_006121,ITC18,35302456.582252905,0.9998758307606529
IT_006121,ITC33,4384.023541771055,1.241692393471064e-4
IT_006122,ITC18,27497719.961264808,1
IT_006122,ITC17,0,0
IT_006123,ITC18,15378771.152934328,1
IT_006124,ITC18,4190059.949963988,1
IT_006125,ITC18,41169998.18663284,0.9962491901635577
IT_006125,ITC32,155002.21800871452,0.0037508098364423714
IT_006126,ITC18,12138284.607908867,1
IT_006127,ITC18,5172664.322907796,1
IT_006128,ITC18,11315276.706025321,1
IT_006129,ITC18,7863180.762944759,1
IT_006131,ITC18,13551527.7454966,1
IT_006132,ITC18,29494111.22621255,0.9988436562335
IT_006132,ITC48,34144.814808650604,0.0011563437664999922
IT_006133,ITC18,18423880.983685218,1
IT_006134,ITC18,11796139.112157427,0.9982303332652154
IT_006134,ITC17,20912.242685907706,0.001769666734784614
IT_006135,ITC18,11603967.846726624,1
IT_006135,ITC17,0,0
IT_006136,ITC18,68912894.95092537,0.9966694915333061
IT_006136,ITC32,129997.91985239576,0.0018801265100231428
IT_006136,ITC33,100284.01618374667,0.001450381956670803
IT_006137,ITC18,13947643.285633726,0.998885804212405
IT_006137,ITC48,15557.739763838577,0.0011141957875948872
IT_006138,ITC18,35584295.67236205,1
IT_006139,ITC18,5760718.604963927,1
IT_006140,ITC18,33252906.784356676,1
IT_006141,ITC18,36471842.96178622,1
IT_006142,ITC18,17935058.25233979,0.9905799765029292
IT_006142,ITC17,170555.3051403458,0.00942002349707076
IT_006143,ITC18,10109844.035063056,0.957982357932613
IT_006143,ITC17,443423.414330003,0.04201764206738693
IT_006144,ITC18,10221993.917953804,1
IT_006145,ITC18,5504459.165133045,1
IT_006146,ITC18,20394706.011517033,0.99788131055136
IT_006146,ITC33,43301.79148344104,0.0021186894486400955
IT_012113,ITC41,5004297.785015565,1
IT_012114,ITC41,16393251.066165255,1
IT_012114,ITC14,0,0
IT_012115,ITC41,4356864.878204538,1
IT_012116,ITC41,6948260.95577515,1
IT_012116,ITC15,0,0
IT_012117,ITC41,3232532.6729829703,1
IT_012118,ITC41,16117223.988632478,1
IT_012118,ITC4C,0,0
IT_012119,ITC41,10888140.286197638,0.9971131539041004
IT_012119,ITC4D,29867.22459361901,0.0027351780680726053
IT_012119,ITC42,1656.1638540674167,1.5166802782698427e-4
IT_012119,ITC4C,0,0
IT_012120,ITC41,24703006.38168961,0.9966621466606189
IT_012120,ITC15,82731.15681191067,0.003337853339381095
IT_012121,ITC41,2823832.429414841,1
IT_012122,ITC41,4703416.310033583,1
IT_012123,ITC41,30431692.325802192,0.9919751098340879
IT_012123,ITC15,246186.60897473243,0.008024890165912072
IT_012124,ITC41,11436904.469921378,1
IT_012125,ITC41,7436269.466938657,1
IT_012126,ITC41,4543374.08569724,1
IT_012127,ITC41,21300061.385050174,0.9936196481782131
IT_012127,ITC42,136774.5552450095,0.006380351821786912
IT_012128,ITC41,9548800.518957345,1
IT_012129,ITC41,10947780.67868104,0.9966540519013657
IT_012129,ITC14,36753.681858029304,0.0033459480986343425
IT_012130,ITC41,10963424.740328802,0.9986502077347018
IT_012130,ITC4C,14818.347606658337,0.0013497922652981659
IT_012131,ITC41,12544902.30744225,1
IT_012132,ITC41,3477676.076319329,1
IT_012133,ITC41,54648529.49764748,1
IT_012134,ITC41,7080706.144371534,0.9962201471925415
IT_012134,ITC42,26865.574917366288,0.0037798528074584298
IT_012136,ITC41,5990062.0581969675,1
IT_012136,ITC42,0,0
IT_012137,ITC41,6623538.764070793,0.9997329451478285
IT_012137,ITC42,1769.3206711618557,2.670548521715678e-4
IT_012138,ITC41,21812854.64092516,1
IT_012139,ITC41,9339195.603812424,1
IT_012140,ITC41,7304312.9807614945,0.9972301126494079
IT_012140,ITC15,20288.320492474002,0.002769887350592127
IT_012141,ITC41,1987899.1511465,1
